C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\01-30-1-1.jpg	51/5025/79;51/5025/82;51/5025/83	0	45	0	51/5025/47;51/5025/79;51/5025/82;51/5025/83	ABS:-0.76038857474928001:0.279155689678311:-0.58641394621119414,UP:0.22586211504336412:0.96021601497544851:0.16423005076053357,ZOOM:2.3999999999999999,CENTER,PAN:-0.90000000000000002:-1.1200000000000001	C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\01-30-1-1.arrow.json
C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\02-30-1-2.jpg	51/5050	0	0	60	51/5025;51/5025/47;51/5050	ABS:-0.76038857474928001:0.279155689678311:-0.58641394621119414,UP:0.22586211504336412:0.96021601497544851:0.16423005076053357,ZOOM:2.1499999999999999,CENTER,PAN:-0.55000000000000004:-0.78000000000000003	C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\02-30-1-2.arrow.json
C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\03-30-1-3.jpg	51/4584	0	-60	0	51/4584;51/5025;51/5050;51/5050/51	ABS:0.76038857474928001:-0.279155689678311:0.58641394621119414,UP:0.22586211504336412:0.96021601497544851:0.16423005076053357,ZOOM:2.1499999999999999,CENTER,PAN:-0.41999999999999998:-0.78000000000000003	C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\03-30-1-3.arrow.json
C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\04-30-1-4.jpg	51/4888;51/4891	0	0	60	51/4584;51/4888;51/4891;51/5025;51/5025/47;51/5050	ABS:0.76038857474928001:-0.279155689678311:0.58641394621119414,UP:0.22586211504336412:0.96021601497544851:0.16423005076053357,ZOOM:2.1499999999999999,CENTER,PAN:-0.41999999999999998:-0.78000000000000003	C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\04-30-1-4.arrow.json
C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\05-30-1-5.jpg	51/9757;51/7792	0	-60	0	51/4584;51/4888;51/4891;51/5025;51/5050;51/5050/51;51/7792;51/9757	ABS:0.76038857474928001:-0.279155689678311:0.58641394621119414,UP:0.22586211504336412:0.96021601497544851:0.16423005076053357,ZOOM:2.1499999999999999,CENTER,PAN:-0.41999999999999998:-0.78000000000000003	C:\Users\10602\Desktop\AI_assembly\data\runs\persistent-1-5-stagefix-20260807-110201\05-30-1-5.arrow.json
